ticket_id,order_id,issue_type,created_time,resolved_time,status
TKT2313,ORD6220,Damaged Item,2024-05-04,2024-05-05 23:00:00,Closed
TKT2314,ORD4310,Refund,2024-01-15,2024-01-16 07:00:00,Closed
TKT2315,ORD1196,Wrong Item,2024-06-01,2024-06-02 22:00:00,Closed
TKT2316,ORD424,Damaged Item,2024-02-08,2024-02-10 14:00:00,Closed
TKT2317,ORD5403,Late Delivery,2024-03-17,2024-03-17 07:00:00,Closed
TKT2318,ORD7856,Refund,2024-06-08,2024-06-09 15:00:00,Closed
TKT2319,ORD5488,Late Delivery,2024-06-29,2024-06-30 12:00:00,Closed
TKT2320,ORD8262,Late Delivery,2024-04-12,2024-04-14 02:00:00,Closed
TKT2321,ORD8403,Damaged Item,2024-04-05,2024-04-05 19:00:00,Closed
TKT2322,ORD5708,Damaged Item,2024-06-23,2024-06-23 15:00:00,Closed
TKT2323,ORD954,Refund,2024-04-23,2024-04-24 09:00:00,Closed
TKT2324,ORD9804,Late Delivery,2024-01-17,2024-01-18 16:00:00,Closed
TKT2325,ORD9487,Late Delivery,2024-03-14,2024-03-16 13:00:00,Closed
TKT2326,ORD9247,Refund,2024-04-22,2024-04-24 23:00:00,Closed
TKT2327,ORD9370,Damaged Item,2024-01-30,2024-01-30 17:00:00,Closed
TKT2328,ORD7447,Wrong Item,2024-04-19,2024-04-21 03:00:00,Closed
TKT2329,ORD3000,Late Delivery,2024-01-15,2024-01-15 09:00:00,Closed
TKT2330,ORD7291,Refund,2024-06-19,2024-06-19 11:00:00,Closed
TKT2331,ORD7677,Wrong Item,2024-04-05,2024-04-07 20:00:00,Closed
TKT2332,ORD1687,Damaged Item,2024-04-03,2024-04-05 13:00:00,Closed
TKT2333,ORD6675,Wrong Item,2024-02-06,2024-02-08 16:00:00,Closed
TKT2334,ORD8723,Refund,2024-02-06,2024-02-07 00:00:00,Closed
TKT2335,ORD6143,Refund,2024-03-20,2024-03-20 13:00:00,Closed
TKT2336,ORD3104,Refund,2024-03-15,2024-03-16 17:00:00,Closed
TKT2337,ORD4167,Wrong Item,2024-05-08,2024-05-10 22:00:00,Closed
TKT2338,ORD4675,Damaged Item,2024-04-16,2024-04-17 04:00:00,Closed
TKT2339,ORD142,Refund,2024-04-14,2024-04-16 20:00:00,Closed
TKT2340,ORD1135,Late Delivery,2024-05-13,2024-05-13 10:00:00,Closed
TKT2341,ORD4642,Damaged Item,2024-03-23,2024-03-25 01:00:00,Closed
TKT2342,ORD4252,Damaged Item,2024-05-19,2024-05-19 16:00:00,Closed
TKT2343,ORD269,Wrong Item,2024-04-25,2024-04-26 09:00:00,Closed
TKT2344,ORD5815,Late Delivery,2024-02-03,2024-02-03 15:00:00,Closed
TKT2345,ORD9386,Damaged Item,2024-02-24,2024-02-24 04:00:00,Closed
TKT2346,ORD6414,Late Delivery,2024-02-22,2024-02-24 08:00:00,Closed
TKT2347,ORD7231,Late Delivery,2024-06-04,2024-06-06 23:00:00,Closed
TKT2348,ORD2030,Damaged Item,2024-03-24,2024-03-26 13:00:00,Closed
TKT2349,ORD3449,Wrong Item,2024-03-09,2024-03-11 10:00:00,Closed
TKT2350,ORD7097,Damaged Item,2024-02-23,2024-02-23 06:00:00,Closed
TKT2351,ORD6356,Refund,2024-02-20,2024-02-21 19:00:00,Closed
TKT2352,ORD4421,Late Delivery,2024-06-04,2024-06-06 10:00:00,Closed
TKT2353,ORD7472,Late Delivery,2024-05-19,2024-05-19 07:00:00,Closed
TKT2354,ORD6176,Damaged Item,2024-02-11,2024-02-11 02:00:00,Closed
TKT2355,ORD7571,Damaged Item,2024-04-10,2024-04-12 13:00:00,Closed
TKT2356,ORD4507,Damaged Item,2024-05-22,2024-05-24 19:00:00,Closed
TKT2357,ORD3663,Refund,2024-06-22,2024-06-22 20:00:00,Closed
TKT2358,ORD997,Late Delivery,2024-02-28,2024-03-01 00:00:00,Closed
TKT2359,ORD2673,Damaged Item,2024-04-20,2024-04-21 13:00:00,Closed
TKT2360,ORD9177,Damaged Item,2024-06-04,2024-06-04 09:00:00,Closed
TKT2361,ORD9820,Refund,2024-03-31,2024-04-02 20:00:00,Closed
TKT2362,ORD5773,Late Delivery,2024-01-26,2024-01-27 02:00:00,Closed
TKT2363,ORD3089,Wrong Item,2024-04-13,2024-04-14 09:00:00,Closed
TKT2364,ORD5733,Refund,2024-02-28,2024-03-01 11:00:00,Closed
TKT2365,ORD7496,Damaged Item,2024-06-22,2024-06-23 09:00:00,Closed
TKT2366,ORD7226,Wrong Item,2024-05-23,2024-05-24 12:00:00,Closed
TKT2367,ORD1782,Wrong Item,2024-04-09,2024-04-12 00:00:00,Closed
TKT2368,ORD6128,Refund,2024-03-21,2024-03-23 22:00:00,Closed
TKT2369,ORD8686,Wrong Item,2024-01-07,2024-01-08 11:00:00,Closed
TKT2370,ORD4720,Refund,2024-06-03,2024-06-04 17:00:00,Closed
TKT2371,ORD614,Wrong Item,2024-05-28,2024-05-30 19:00:00,Closed
TKT2372,ORD7298,Late Delivery,2024-04-07,2024-04-09 01:00:00,Closed
TKT2373,ORD6594,Damaged Item,2024-02-22,2024-02-22 03:00:00,Closed
TKT2374,ORD2716,Damaged Item,2024-03-06,2024-03-06 21:00:00,Closed
TKT2375,ORD2231,Wrong Item,2024-06-05,2024-06-06 20:00:00,Closed
TKT2376,ORD9776,Refund,2024-03-25,2024-03-27 12:00:00,Closed
TKT2377,ORD8871,Refund,2024-01-06,2024-01-08 15:00:00,Closed
TKT2378,ORD1891,Late Delivery,2024-04-26,2024-04-26 11:00:00,Closed
TKT2379,ORD2266,Wrong Item,2024-01-26,2024-01-27 22:00:00,Closed
TKT2380,ORD9423,Refund,2024-01-13,2024-01-15 17:00:00,Closed
TKT2381,ORD5054,Wrong Item,2024-02-17,2024-02-19 20:00:00,Closed
TKT2382,ORD5710,Wrong Item,2024-02-02,2024-02-04 22:00:00,Closed
TKT2383,ORD9584,Late Delivery,2024-02-02,2024-02-02 21:00:00,Closed
TKT2384,ORD6049,Damaged Item,2024-05-10,2024-05-11 06:00:00,Closed
TKT2385,ORD6420,Wrong Item,2024-03-02,2024-03-02 14:00:00,Closed
TKT2386,ORD8094,Late Delivery,2024-02-25,2024-02-25 21:00:00,Closed
TKT2387,ORD4263,Damaged Item,2024-06-21,2024-06-23 09:00:00,Closed
TKT2388,ORD7762,Damaged Item,2024-03-16,2024-03-16 23:00:00,Closed
TKT2389,ORD6806,Late Delivery,2024-01-24,2024-01-26 16:00:00,Closed
TKT2390,ORD6243,Refund,2024-01-09,2024-01-09 23:00:00,Closed
TKT2391,ORD6892,Wrong Item,2024-06-02,2024-06-02 09:00:00,Closed
TKT2392,ORD7368,Refund,2024-03-31,2024-03-31 21:00:00,Closed
TKT2393,ORD4435,Wrong Item,2024-06-10,2024-06-11 18:00:00,Closed
TKT2394,ORD931,Refund,2024-02-04,2024-02-05 00:00:00,Closed
TKT2395,ORD4846,Damaged Item,2024-05-23,2024-05-23 09:00:00,Closed
TKT2396,ORD164,Late Delivery,2024-06-03,2024-06-04 19:00:00,Closed
TKT2397,ORD2630,Damaged Item,2024-06-03,2024-06-04 21:00:00,Closed
TKT2398,ORD5250,Refund,2024-05-16,2024-05-18 23:00:00,Closed
TKT2399,ORD6133,Refund,2024-04-01,2024-04-02 04:00:00,Closed
TKT2400,ORD470,Wrong Item,2024-01-31,2024-01-31 11:00:00,Closed
TKT2401,ORD3633,Late Delivery,2024-06-09,2024-06-10 00:00:00,Closed
TKT2402,ORD4628,Refund,2024-06-23,2024-06-23 13:00:00,Closed
TKT2403,ORD6432,Wrong Item,2024-04-23,2024-04-26 00:00:00,Closed
TKT2404,ORD7603,Wrong Item,2024-01-07,2024-01-09 21:00:00,Closed
TKT2405,ORD9638,Late Delivery,2024-05-05,2024-05-06 23:00:00,Closed
TKT2406,ORD5415,Damaged Item,2024-02-12,2024-02-14 07:00:00,Closed
TKT2407,ORD2980,Refund,2024-03-29,2024-03-31 02:00:00,Closed
TKT2408,ORD1876,Refund,2024-01-22,2024-01-24 10:00:00,Closed
TKT2409,ORD634,Late Delivery,2024-05-15,2024-05-15 05:00:00,Closed
TKT2410,ORD5668,Damaged Item,2024-05-30,2024-05-30 05:00:00,Closed
TKT2411,ORD6681,Refund,2024-01-08,2024-01-10 14:00:00,Closed
TKT2412,ORD663,Refund,2024-03-29,2024-03-30 14:00:00,Closed
TKT2413,ORD5503,Refund,2024-06-21,2024-06-23 03:00:00,Closed
TKT2414,ORD7787,Refund,2024-03-16,2024-03-16 09:00:00,Closed
TKT2415,ORD7784,Damaged Item,2024-02-03,2024-02-05 23:00:00,Closed
TKT2416,ORD8602,Late Delivery,2024-04-24,2024-04-24 02:00:00,Closed
TKT2417,ORD190,Damaged Item,2024-05-01,2024-05-03 07:00:00,Closed
TKT2418,ORD41,Wrong Item,2024-02-16,2024-02-16 20:00:00,Closed
TKT2419,ORD6003,Refund,2024-02-02,2024-02-03 12:00:00,Closed
TKT2420,ORD4885,Refund,2024-03-25,2024-03-27 07:00:00,Closed
TKT2421,ORD2447,Late Delivery,2024-04-24,2024-04-26 12:00:00,Closed
TKT2422,ORD3502,Damaged Item,2024-05-05,2024-05-05 09:00:00,Closed
TKT2423,ORD209,Damaged Item,2024-05-20,2024-05-22 20:00:00,Closed
TKT2424,ORD7335,Damaged Item,2024-05-20,2024-05-20 09:00:00,Closed
TKT2425,ORD3070,Wrong Item,2024-06-04,2024-06-05 09:00:00,Closed
TKT2426,ORD7749,Damaged Item,2024-01-08,2024-01-10 17:00:00,Closed
TKT2427,ORD3352,Damaged Item,2024-02-26,2024-02-27 23:00:00,Closed
TKT2428,ORD7230,Wrong Item,2024-06-10,2024-06-12 03:00:00,Closed
TKT2429,ORD3950,Wrong Item,2024-06-25,2024-06-26 12:00:00,Closed
TKT2430,ORD6083,Wrong Item,2024-02-08,2024-02-10 21:00:00,Closed
TKT2431,ORD9965,Wrong Item,2024-06-08,2024-06-08 12:00:00,Closed
TKT2432,ORD435,Late Delivery,2024-02-23,2024-02-25 08:00:00,Closed
TKT2433,ORD1834,Refund,2024-03-28,2024-03-30 09:00:00,Closed
TKT2434,ORD4503,Refund,2024-04-07,2024-04-07 02:00:00,Closed
TKT2435,ORD3487,Wrong Item,2024-04-21,2024-04-22 10:00:00,Closed
TKT2436,ORD6661,Wrong Item,2024-03-21,2024-03-22 01:00:00,Closed
TKT2437,ORD4215,Wrong Item,2024-02-20,2024-02-22 16:00:00,Closed
TKT2438,ORD7257,Refund,2024-06-21,2024-06-23 20:00:00,Closed
TKT2439,ORD4514,Damaged Item,2024-05-21,2024-05-21 20:00:00,Closed
TKT2440,ORD4063,Refund,2024-03-10,2024-03-11 16:00:00,Closed
TKT2441,ORD4998,Damaged Item,2024-01-04,2024-01-06 05:00:00,Closed
TKT2442,ORD3954,Late Delivery,2024-03-01,2024-03-02 04:00:00,Closed
TKT2443,ORD7218,Wrong Item,2024-04-22,2024-04-22 18:00:00,Closed
TKT2444,ORD4750,Late Delivery,2024-03-26,2024-03-26 06:00:00,Closed
TKT2445,ORD5882,Late Delivery,2024-01-05,2024-01-06 05:00:00,Closed
TKT2446,ORD2210,Wrong Item,2024-04-10,2024-04-11 21:00:00,Closed
TKT2447,ORD1431,Late Delivery,2024-03-07,2024-03-08 19:00:00,Closed
TKT2448,ORD1870,Late Delivery,2024-02-02,2024-02-03 13:00:00,Closed
TKT2449,ORD3623,Refund,2024-06-24,2024-06-26 10:00:00,Closed
TKT2450,ORD2225,Refund,2024-06-06,2024-06-08 13:00:00,Closed
TKT2451,ORD9480,Damaged Item,2024-05-28,2024-05-30 10:00:00,Closed
TKT2452,ORD5964,Damaged Item,2024-01-14,2024-01-14 20:00:00,Closed
TKT2453,ORD1951,Late Delivery,2024-06-11,2024-06-13 07:00:00,Closed
TKT2454,ORD9042,Damaged Item,2024-01-25,2024-01-26 22:00:00,Closed
TKT2455,ORD205,Late Delivery,2024-02-08,2024-02-10 12:00:00,Closed
TKT2456,ORD8331,Damaged Item,2024-04-10,2024-04-11 14:00:00,Closed
TKT2457,ORD927,Refund,2024-05-01,2024-05-01 06:00:00,Closed
TKT2458,ORD339,Damaged Item,2024-03-01,2024-03-01 15:00:00,Closed
TKT2459,ORD4557,Refund,2024-05-18,2024-05-19 00:00:00,Closed
TKT2460,ORD8469,Refund,2024-01-07,2024-01-07 11:00:00,Closed
TKT2461,ORD7142,Damaged Item,2024-04-25,2024-04-26 19:00:00,Closed
TKT2462,ORD429,Wrong Item,2024-02-24,2024-02-24 09:00:00,Closed
TKT2463,ORD6726,Late Delivery,2024-03-27,2024-03-29 08:00:00,Closed
TKT2464,ORD803,Late Delivery,2024-06-02,2024-06-02 08:00:00,Closed
TKT2465,ORD3405,Wrong Item,2024-06-03,2024-06-04 05:00:00,Closed
TKT2466,ORD680,Wrong Item,2024-01-07,2024-01-08 02:00:00,Closed
TKT2467,ORD9047,Wrong Item,2024-05-26,2024-05-27 18:00:00,Closed
TKT2468,ORD3487,Damaged Item,2024-04-03,2024-04-05 20:00:00,Closed
TKT2469,ORD796,Late Delivery,2024-06-29,2024-06-29 03:00:00,Closed
TKT2470,ORD7055,Late Delivery,2024-02-03,2024-02-03 07:00:00,Closed
TKT2471,ORD3193,Late Delivery,2024-06-06,2024-06-07 18:00:00,Closed
TKT2472,ORD3065,Wrong Item,2024-02-27,2024-02-29 17:00:00,Closed
TKT2473,ORD6769,Late Delivery,2024-05-25,2024-05-27 04:00:00,Closed
TKT2474,ORD9307,Late Delivery,2024-02-11,2024-02-11 21:00:00,Closed
TKT2475,ORD2428,Refund,2024-01-21,2024-01-23 12:00:00,Closed
TKT2476,ORD5527,Refund,2024-03-24,2024-03-24 09:00:00,Closed
TKT2477,ORD1321,Damaged Item,2024-02-12,2024-02-14 05:00:00,Closed
TKT2478,ORD4684,Damaged Item,2024-03-29,2024-03-31 23:00:00,Closed
TKT2479,ORD1473,Damaged Item,2024-03-14,2024-03-14 23:00:00,Closed
TKT2480,ORD1226,Wrong Item,2024-04-16,2024-04-16 23:00:00,Closed
TKT2481,ORD5357,Damaged Item,2024-05-17,2024-05-17 13:00:00,Closed
TKT2482,ORD612,Late Delivery,2024-04-11,2024-04-12 10:00:00,Closed
TKT2483,ORD312,Damaged Item,2024-01-14,2024-01-15 10:00:00,Closed
TKT2484,ORD832,Wrong Item,2024-01-18,2024-01-19 18:00:00,Closed
TKT2485,ORD9983,Refund,2024-03-23,2024-03-24 02:00:00,Closed
TKT2486,ORD5911,Wrong Item,2024-04-30,2024-05-02 17:00:00,Closed
TKT2487,ORD5725,Damaged Item,2024-04-04,2024-04-04 13:00:00,Closed
TKT2488,ORD5258,Damaged Item,2024-03-04,2024-03-05 09:00:00,Closed
TKT2489,ORD2241,Damaged Item,2024-05-15,2024-05-15 11:00:00,Closed
TKT2490,ORD1332,Late Delivery,2024-05-15,2024-05-16 01:00:00,Closed
TKT2491,ORD8665,Refund,2024-03-02,2024-03-04 20:00:00,Closed
TKT2492,ORD9360,Refund,2024-01-02,2024-01-02 16:00:00,Closed
TKT2493,ORD1287,Wrong Item,2024-05-04,2024-05-05 06:00:00,Closed
TKT2494,ORD4826,Damaged Item,2024-02-20,2024-02-20 09:00:00,Closed
TKT2495,ORD4383,Refund,2024-01-02,2024-01-04 06:00:00,Closed
TKT2496,ORD1114,Damaged Item,2024-06-10,2024-06-12 09:00:00,Closed
TKT2497,ORD4093,Damaged Item,2024-06-21,2024-06-23 00:00:00,Closed
TKT2498,ORD1851,Wrong Item,2024-03-31,2024-04-02 16:00:00,Closed
TKT2499,ORD666,Wrong Item,2024-03-23,2024-03-23 04:00:00,Closed
TKT2500,ORD8789,Refund,2024-06-18,2024-06-19 05:00:00,Closed
TKT2501,ORD3521,Late Delivery,2024-04-11,2024-04-13 00:00:00,Closed
TKT2502,ORD7151,Wrong Item,2024-05-11,2024-05-13 00:00:00,Closed
TKT2503,ORD9070,Refund,2024-04-24,2024-04-26 21:00:00,Closed
TKT2504,ORD5520,Damaged Item,2024-03-02,2024-03-04 04:00:00,Closed
TKT2505,ORD9319,Damaged Item,2024-03-09,2024-03-10 11:00:00,Closed
TKT2506,ORD9142,Refund,2024-03-19,2024-03-21 09:00:00,Closed
TKT2507,ORD6946,Late Delivery,2024-04-06,2024-04-07 22:00:00,Closed
TKT2508,ORD9408,Refund,2024-05-16,2024-05-18 17:00:00,Closed
TKT2509,ORD8050,Refund,2024-04-10,2024-04-12 02:00:00,Closed
TKT2510,ORD235,Damaged Item,2024-01-05,2024-01-05 07:00:00,Closed
TKT2511,ORD4184,Refund,2024-06-28,2024-06-28 12:00:00,Closed
TKT2512,ORD9183,Refund,2024-03-17,2024-03-17 20:00:00,Closed
TKT2513,ORD9432,Wrong Item,2024-06-27,2024-06-28 07:00:00,Closed
TKT2514,ORD7839,Damaged Item,2024-06-11,2024-06-12 02:00:00,Closed
TKT2515,ORD5090,Wrong Item,2024-05-27,2024-05-27 05:00:00,Closed
TKT2516,ORD636,Refund,2024-02-01,2024-02-03 02:00:00,Closed
TKT2517,ORD2825,Wrong Item,2024-05-27,2024-05-28 20:00:00,Closed
TKT2518,ORD9413,Late Delivery,2024-03-14,2024-03-14 03:00:00,Closed
TKT2519,ORD4628,Wrong Item,2024-03-14,2024-03-14 18:00:00,Closed
TKT2520,ORD9419,Refund,2024-06-03,2024-06-04 01:00:00,Closed
TKT2521,ORD6277,Wrong Item,2024-03-04,2024-03-04 20:00:00,Closed
TKT2522,ORD1187,Refund,2024-02-12,2024-02-13 11:00:00,Closed
TKT2523,ORD2608,Refund,2024-06-29,2024-06-29 12:00:00,Closed
TKT2524,ORD7613,Refund,2024-03-03,2024-03-03 14:00:00,Closed
TKT2525,ORD9459,Late Delivery,2024-06-22,2024-06-24 07:00:00,Closed
TKT2526,ORD445,Wrong Item,2024-03-15,2024-03-17 18:00:00,Closed
TKT2527,ORD1805,Damaged Item,2024-05-08,2024-05-09 12:00:00,Closed
TKT2528,ORD6032,Damaged Item,2024-02-16,2024-02-17 13:00:00,Closed
TKT2529,ORD743,Late Delivery,2024-06-03,2024-06-03 05:00:00,Closed
TKT2530,ORD6642,Refund,2024-01-21,2024-01-21 03:00:00,Closed
TKT2531,ORD3564,Wrong Item,2024-05-13,2024-05-13 17:00:00,Closed
TKT2532,ORD7113,Late Delivery,2024-03-19,2024-03-20 00:00:00,Closed
TKT2533,ORD3634,Refund,2024-01-30,2024-02-01 02:00:00,Closed
TKT2534,ORD4050,Late Delivery,2024-02-26,2024-02-27 13:00:00,Closed
TKT2535,ORD3515,Wrong Item,2024-06-02,2024-06-04 13:00:00,Closed
TKT2536,ORD7138,Damaged Item,2024-02-15,2024-02-15 03:00:00,Closed
TKT2537,ORD9389,Late Delivery,2024-04-30,2024-05-02 23:00:00,Closed
TKT2538,ORD7622,Refund,2024-02-24,2024-02-25 04:00:00,Closed
TKT2539,ORD3684,Damaged Item,2024-03-17,2024-03-18 03:00:00,Closed
TKT2540,ORD5458,Damaged Item,2024-03-10,2024-03-11 10:00:00,Closed
TKT2541,ORD750,Damaged Item,2024-02-15,2024-02-16 13:00:00,Closed
TKT2542,ORD4390,Refund,2024-02-27,2024-02-29 18:00:00,Closed
TKT2543,ORD5196,Refund,2024-01-14,2024-01-16 06:00:00,Closed
TKT2544,ORD9263,Wrong Item,2024-04-05,2024-04-06 20:00:00,Closed
TKT2545,ORD2911,Refund,2024-04-19,2024-04-20 02:00:00,Closed
TKT2546,ORD345,Wrong Item,2024-02-28,2024-02-28 21:00:00,Closed
TKT2547,ORD2798,Wrong Item,2024-02-23,2024-02-24 00:00:00,Closed
TKT2548,ORD2413,Late Delivery,2024-05-08,2024-05-08 02:00:00,Closed
TKT2549,ORD5618,Refund,2024-01-10,2024-01-12 20:00:00,Closed
TKT2550,ORD7889,Wrong Item,2024-02-12,2024-02-13 03:00:00,Closed
TKT2551,ORD8219,Refund,2024-04-25,2024-04-26 10:00:00,Closed
TKT2552,ORD2374,Late Delivery,2024-05-08,2024-05-08 22:00:00,Closed
TKT2553,ORD9701,Late Delivery,2024-06-04,2024-06-04 21:00:00,Closed
TKT2554,ORD9891,Wrong Item,2024-03-21,2024-03-22 22:00:00,Closed
TKT2555,ORD6152,Refund,2024-04-19,2024-04-20 18:00:00,Closed
TKT2556,ORD5500,Late Delivery,2024-03-26,2024-03-27 02:00:00,Closed
TKT2557,ORD9386,Refund,2024-01-11,2024-01-13 09:00:00,Closed
TKT2558,ORD9387,Damaged Item,2024-03-02,2024-03-04 03:00:00,Closed
TKT2559,ORD8940,Late Delivery,2024-03-26,2024-03-27 12:00:00,Closed
TKT2560,ORD2448,Damaged Item,2024-04-09,2024-04-10 11:00:00,Closed
TKT2561,ORD2330,Refund,2024-02-16,2024-02-16 07:00:00,Closed
TKT2562,ORD9952,Wrong Item,2024-04-08,2024-04-10 11:00:00,Closed
TKT2563,ORD4875,Wrong Item,2024-04-07,2024-04-07 15:00:00,Closed
TKT2564,ORD1942,Wrong Item,2024-03-27,2024-03-29 11:00:00,Closed
TKT2565,ORD8356,Late Delivery,2024-05-31,2024-05-31 13:00:00,Closed
TKT2566,ORD3679,Refund,2024-02-05,2024-02-06 14:00:00,Closed
TKT2567,ORD9849,Late Delivery,2024-02-02,2024-02-03 15:00:00,Closed
TKT2568,ORD3095,Refund,2024-01-24,2024-01-26 21:00:00,Closed
TKT2569,ORD7183,Wrong Item,2024-02-29,2024-03-02 11:00:00,Closed
TKT2570,ORD2746,Damaged Item,2024-01-14,2024-01-16 00:00:00,Closed
TKT2571,ORD9833,Refund,2024-05-08,2024-05-09 12:00:00,Closed
TKT2572,ORD724,Wrong Item,2024-04-06,2024-04-06 15:00:00,Closed
TKT2573,ORD5080,Refund,2024-03-16,2024-03-16 02:00:00,Closed
TKT2574,ORD1962,Refund,2024-01-12,2024-01-12 03:00:00,Closed
TKT2575,ORD8474,Refund,2024-03-15,2024-03-16 03:00:00,Closed
TKT2576,ORD5633,Damaged Item,2024-03-05,2024-03-07 17:00:00,Closed
TKT2577,ORD7313,Damaged Item,2024-03-01,2024-03-02 22:00:00,Closed
TKT2578,ORD7051,Refund,2024-05-17,2024-05-18 16:00:00,Closed
TKT2579,ORD6477,Damaged Item,2024-02-03,2024-02-05 12:00:00,Closed
TKT2580,ORD7992,Damaged Item,2024-02-04,2024-02-05 09:00:00,Closed
TKT2581,ORD1743,Refund,2024-01-08,2024-01-10 23:00:00,Closed
TKT2582,ORD9856,Refund,2024-05-03,2024-05-04 20:00:00,Closed
TKT2583,ORD4690,Refund,2024-04-06,2024-04-07 17:00:00,Closed
TKT2584,ORD6691,Damaged Item,2024-05-19,2024-05-20 21:00:00,Closed
TKT2585,ORD6422,Wrong Item,2024-01-03,2024-01-05 16:00:00,Closed
TKT2586,ORD1780,Refund,2024-02-19,2024-02-19 18:00:00,Closed
TKT2587,ORD4558,Refund,2024-01-16,2024-01-17 03:00:00,Closed
TKT2588,ORD2645,Refund,2024-03-13,2024-03-15 15:00:00,Closed
TKT2589,ORD6397,Damaged Item,2024-01-30,2024-01-30 09:00:00,Closed
TKT2590,ORD501,Wrong Item,2024-03-02,2024-03-04 14:00:00,Closed
TKT2591,ORD8777,Late Delivery,2024-02-20,2024-02-21 22:00:00,Closed
TKT2592,ORD1385,Late Delivery,2024-06-19,2024-06-19 12:00:00,Closed
TKT2593,ORD2143,Damaged Item,2024-04-18,2024-04-19 08:00:00,Closed
TKT2594,ORD5593,Damaged Item,2024-01-08,2024-01-09 15:00:00,Closed
TKT2595,ORD2090,Damaged Item,2024-01-02,2024-01-03 07:00:00,Closed
TKT2596,ORD7442,Damaged Item,2024-06-10,2024-06-11 03:00:00,Closed
TKT2597,ORD7708,Late Delivery,2024-04-22,2024-04-23 07:00:00,Closed
TKT2598,ORD7,Late Delivery,2024-05-06,2024-05-07 03:00:00,Closed
TKT2599,ORD4759,Late Delivery,2024-02-07,2024-02-09 22:00:00,Closed
TKT2600,ORD5711,Damaged Item,2024-05-17,2024-05-17 23:00:00,Closed
TKT2601,ORD8400,Wrong Item,2024-04-14,2024-04-15 18:00:00,Closed
TKT2602,ORD2644,Wrong Item,2024-04-15,2024-04-16 13:00:00,Closed
TKT2603,ORD1131,Damaged Item,2024-01-18,2024-01-19 22:00:00,Closed
TKT2604,ORD6887,Late Delivery,2024-04-26,2024-04-26 15:00:00,Closed
TKT2605,ORD7620,Wrong Item,2024-02-09,2024-02-11 13:00:00,Closed
TKT2606,ORD8070,Late Delivery,2024-03-11,2024-03-12 03:00:00,Closed
TKT2607,ORD1895,Wrong Item,2024-05-29,2024-05-31 18:00:00,Closed
TKT2608,ORD5660,Refund,2024-02-26,2024-02-27 00:00:00,Closed
TKT2609,ORD4325,Refund,2024-03-03,2024-03-04 21:00:00,Closed
TKT2610,ORD1155,Wrong Item,2024-01-19,2024-01-20 15:00:00,Closed
TKT2611,ORD7959,Refund,2024-06-26,2024-06-27 20:00:00,Closed
TKT2612,ORD916,Damaged Item,2024-05-19,2024-05-20 17:00:00,Closed
TKT2613,ORD8161,Refund,2024-03-04,2024-03-04 09:00:00,Closed
TKT2614,ORD9654,Wrong Item,2024-04-25,2024-04-26 11:00:00,Closed
TKT2615,ORD9313,Late Delivery,2024-02-23,2024-02-23 10:00:00,Closed
TKT2616,ORD982,Wrong Item,2024-01-11,2024-01-11 14:00:00,Closed
TKT2617,ORD17,Wrong Item,2024-05-15,2024-05-15 19:00:00,Closed
TKT2618,ORD2082,Refund,2024-05-02,2024-05-02 17:00:00,Closed
TKT2619,ORD2353,Damaged Item,2024-01-02,2024-01-03 21:00:00,Closed
TKT2620,ORD3446,Refund,2024-03-16,2024-03-17 04:00:00,Closed
TKT2621,ORD7248,Damaged Item,2024-06-20,2024-06-21 12:00:00,Closed
TKT2622,ORD3926,Late Delivery,2024-06-23,2024-06-25 01:00:00,Closed
TKT2623,ORD8797,Wrong Item,2024-02-22,2024-02-24 07:00:00,Closed
TKT2624,ORD3148,Damaged Item,2024-05-17,2024-05-18 23:00:00,Closed
TKT2625,ORD648,Late Delivery,2024-02-04,2024-02-04 08:00:00,Closed
TKT2626,ORD9720,Late Delivery,2024-04-07,2024-04-09 15:00:00,Closed
TKT2627,ORD3489,Wrong Item,2024-02-14,2024-02-14 03:00:00,Closed
TKT2628,ORD7393,Refund,2024-01-17,2024-01-18 12:00:00,Closed
TKT2629,ORD9350,Damaged Item,2024-03-31,2024-04-01 13:00:00,Closed
TKT2630,ORD621,Late Delivery,2024-06-23,2024-06-24 19:00:00,Closed
TKT2631,ORD9773,Wrong Item,2024-04-14,2024-04-16 06:00:00,Closed
TKT2632,ORD8208,Late Delivery,2024-02-14,2024-02-15 03:00:00,Closed
TKT2633,ORD4054,Refund,2024-06-17,2024-06-18 16:00:00,Closed
TKT2634,ORD3889,Late Delivery,2024-02-28,2024-02-29 22:00:00,Closed
TKT2635,ORD4284,Wrong Item,2024-01-01,2024-01-01 20:00:00,Closed
TKT2636,ORD4041,Wrong Item,2024-01-19,2024-01-21 13:00:00,Closed
TKT2637,ORD6170,Refund,2024-06-03,2024-06-03 16:00:00,Closed
TKT2638,ORD1672,Damaged Item,2024-06-09,2024-06-11 07:00:00,Closed
TKT2639,ORD5700,Late Delivery,2024-01-26,2024-01-26 23:00:00,Closed
TKT2640,ORD5687,Late Delivery,2024-05-02,2024-05-03 22:00:00,Closed
TKT2641,ORD5367,Refund,2024-05-09,2024-05-09 14:00:00,Closed
TKT2642,ORD7541,Damaged Item,2024-04-11,2024-04-11 02:00:00,Closed
TKT2643,ORD943,Wrong Item,2024-06-02,2024-06-03 10:00:00,Closed
TKT2644,ORD6489,Refund,2024-02-27,2024-02-27 22:00:00,Closed
